tau,beta,D,L,structure,mdl,sse,nll,bic_penalty,scale,kappa_V_uncalibrated,kappa_V_calibrated,abs_err_calibrated,abs_err_uncalibrated
0.5,10.0,0.05,4,uniform,-416.15736482114403,90.04069856059589,-428.5865810179884,12.429216196844383,-0.2042127129426341,0.1546395771892103,-0.03157936758611051,0.3522747766441279,0.16605583186880707
0.5,10.0,0.05,4,kmeans,-418.7422185233992,89.11452671682018,-431.17143472024355,12.429216196844383,-0.1474076489522487,0.17423812633316263,-0.025684032560616396,0.34637944161863377,0.14645728272485473
0.5,10.0,0.05,8,uniform,-438.3038818434127,82.40743852931932,-450.73309804025706,12.429216196844383,-0.1963856694197233,0.30152508680793294,-0.059215206019616086,0.37991061507763346,0.019170322250084415
0.5,10.0,0.05,8,kmeans,-441.12245818645636,81.48356967822806,-453.55167438330074,12.429216196844383,-0.15622805470730305,0.34757093078843854,-0.05430033038988442,0.37499573944790177,0.02687552173042118
0.5,10.0,0.05,16,uniform,-438.3038818434127,82.40743852931932,-450.73309804025706,12.429216196844383,-0.1963856694197233,0.30152508680793294,-0.059215206019616086,0.37991061507763346,0.019170322250084415
0.5,10.0,0.05,16,kmeans,-441.12245818645636,81.48356967822806,-453.55167438330074,12.429216196844383,-0.15622805470730305,0.34757093078843854,-0.05430033038988442,0.37499573944790177,0.02687552173042118
0.5,10.0,0.05,32,uniform,-438.3038818434127,82.40743852931932,-450.73309804025706,12.429216196844383,-0.1963856694197233,0.30152508680793294,-0.059215206019616086,0.37991061507763346,0.019170322250084415
0.5,10.0,0.05,32,kmeans,-441.12245818645636,81.48356967822806,-453.55167438330074,12.429216196844383,-0.15622805470730305,0.34757093078843854,-0.05430033038988442,0.37499573944790177,0.02687552173042118
0.5,10.0,0.1,4,uniform,-412.1473253304323,91.49661090515862,-424.5765415272767,12.429216196844383,-0.1954472308593912,0.16343398666304076,-0.03194272012160199,0.35263812917961934,0.1572614223949766
0.5,10.0,0.1,4,kmeans,-415.2880104669871,90.3543526910756,-427.71722666383147,12.429216196844383,-0.13099930654357708,0.16359206287434752,-0.021430446792572787,0.34212585585059013,0.15710334618366983
0.5,10.0,0.1,8,uniform,-433.8393157133358,83.89231152996865,-446.2685319101802,12.429216196844383,-0.18932865574133398,0.3189749643853824,-0.06039110122222433,0.3810865102802417,0.0017204446726349354
0.5,10.0,0.1,8,kmeans,-436.77413220603125,82.91323543323844,-449.20334840287563,12.429216196844383,-0.14757465562222227,0.3446075855983379,-0.0508553457694802,0.37155075482749755,0.023912176540320518
0.5,10.0,0.1,16,uniform,-433.8393157133358,83.89231152996865,-446.2685319101802,12.429216196844383,-0.18932865574133398,0.3189749643853824,-0.06039110122222433,0.3810865102802417,0.0017204446726349354
0.5,10.0,0.1,16,kmeans,-436.77413220603125,82.91323543323844,-449.20334840287563,12.429216196844383,-0.14757465562222227,0.3446075855983379,-0.0508553457694802,0.37155075482749755,0.023912176540320518
0.5,10.0,0.1,32,uniform,-433.8393157133358,83.89231152996865,-446.2685319101802,12.429216196844383,-0.18932865574133398,0.3189749643853824,-0.06039110122222433,0.3810865102802417,0.0017204446726349354
0.5,10.0,0.1,32,kmeans,-436.77413220603125,82.91323543323844,-449.20334840287563,12.429216196844383,-0.14757465562222227,0.3446075855983379,-0.0508553457694802,0.37155075482749755,0.023912176540320518
0.5,10.0,0.2,4,uniform,-401.9758327380944,95.2960062529088,-414.4050489349388,12.429216196844383,-0.16697484702759138,0.16699981202568231,-0.02788476806662482,0.3485801771246422,0.15369559703233504
0.5,10.0,0.2,4,kmeans,-407.3690161308978,93.26222686328366,-419.7982323277422,12.429216196844383,-0.07779280449167564,0.11822063159123859,-0.009196714480259636,0.329892123538277,0.20247477746677878
0.5,10.0,0.2,8,uniform,-421.2376600069225,88.22943112721352,-433.6668762037669,12.429216196844383,-0.17124086329585766,0.34551726925719184,-0.05916667547122883,0.3798620845292462,0.024821860199174484
0.5,10.0,0.2,8,kmeans,-425.0746997183901,86.88561076731635,-437.5039159152345,12.429216196844383,-0.12126270336050972,0.3136735949552531,-0.03803690809708354,0.3587323171551009,0.007021814102764257
0.5,10.0,0.2,16,uniform,-421.2376600069225,88.22943112721352,-433.6668762037669,12.429216196844383,-0.17124086329585766,0.34551726925719184,-0.05916667547122883,0.3798620845292462,0.024821860199174484
0.5,10.0,0.2,16,kmeans,-425.0746997183901,86.88561076731635,-437.5039159152345,12.429216196844383,-0.12126270336050972,0.3136735949552531,-0.03803690809708354,0.3587323171551009,0.007021814102764257
0.5,10.0,0.2,32,uniform,-421.2376600069225,88.22943112721352,-433.6668762037669,12.429216196844383,-0.17124086329585766,0.34551726925719184,-0.05916667547122883,0.3798620845292462,0.024821860199174484
0.5,10.0,0.2,32,kmeans,-425.0746997183901,86.88561076731635,-437.5039159152345,12.429216196844383,-0.12126270336050972,0.3136735949552531,-0.03803690809708354,0.3587323171551009,0.007021814102764257
0.5,10.0,0.5,4,uniform,-421.66540784974126,88.07860040369101,-434.09462404658564,12.429216196844383,0.07672699825414785,0.012261533415023337,0.0009407906529276711,0.3197546184050897,0.308433875642994
0.5,10.0,0.5,4,kmeans,-438.2333601034397,82.43068787214074,-450.66257630028406,12.429216196844383,0.2350572580629577,0.17295587467984283,0.04065453366812439,0.280040875389893,0.14773953437817453
0.5,10.0,0.5,8,uniform,-393.43753093191646,98.60688728226756,-405.86674712876084,12.429216196844383,-0.041347584090983616,0.1579430554948811,-0.006530563768661488,0.32722597282667887,0.16275235356313625
0.5,10.0,0.5,8,kmeans,-412.53775275108745,91.35383128116013,-424.96696894793183,12.429216196844383,0.08398643810785619,0.10233024177240933,0.008594352517180416,0.3121010565408369,0.218365167285608
0.5,10.0,0.5,16,uniform,-393.43753093191646,98.60688728226756,-405.86674712876084,12.429216196844383,-0.041347584090983616,0.1579430554948811,-0.006530563768661488,0.32722597282667887,0.16275235356313625
0.5,10.0,0.5,16,kmeans,-412.53775275108745,91.35383128116013,-424.96696894793183,12.429216196844383,0.08398643810785619,0.10233024177240933,0.008594352517180416,0.3121010565408369,0.218365167285608
0.5,10.0,0.5,32,uniform,-393.43753093191646,98.60688728226756,-405.86674712876084,12.429216196844383,-0.041347584090983616,0.1579430554948811,-0.006530563768661488,0.32722597282667887,0.16275235356313625
0.5,10.0,0.5,32,kmeans,-412.53775275108745,91.35383128116013,-424.96696894793183,12.429216196844383,0.08398643810785619,0.10233024177240933,0.008594352517180416,0.3121010565408369,0.218365167285608
0.5,50.0,0.02,4,uniform,-420.50344269872073,88.48893029996941,-432.9326588955651,12.429216196844383,-0.21936758643777673,0.1027738203878485,-0.022545244927471897,0.34324065398548925,0.21792158867016886
0.5,50.0,0.02,4,kmeans,-422.96913899127986,87.62047273555429,-435.39835518812424,12.429216196844383,-0.16092554856779412,0.12814675447124096,-0.020622086760466875,0.34131749581848425,0.1925486545867764
0.5,50.0,0.02,8,uniform,-439.98914167753657,81.85379490782204,-452.41835787438094,12.429216196844383,-0.21594263113076204,0.21433958132946906,-0.046285053147751505,0.36698046220576885,0.10635582772854829
0.5,50.0,0.02,8,kmeans,-444.11849870159074,80.51288541017252,-456.5477148984351,12.429216196844383,-0.16906950171797108,0.2866049441471531,-0.048456155096866106,0.3691515641548835,0.03409046491086426
0.5,50.0,0.02,16,uniform,-439.98914167753657,81.85379490782204,-452.41835787438094,12.429216196844383,-0.21594263113076204,0.21433958132946906,-0.046285053147751505,0.36698046220576885,0.10635582772854829
0.5,50.0,0.02,16,kmeans,-444.11849870159074,80.51288541017252,-456.5477148984351,12.429216196844383,-0.16906950171797108,0.2866049441471531,-0.048456155096866106,0.3691515641548835,0.03409046491086426
0.5,50.0,0.02,32,uniform,-439.98914167753657,81.85379490782204,-452.41835787438094,12.429216196844383,-0.21594263113076204,0.21433958132946906,-0.046285053147751505,0.36698046220576885,0.10635582772854829
0.5,50.0,0.02,32,kmeans,-444.11849870159074,80.51288541017252,-456.5477148984351,12.429216196844383,-0.16906950171797108,0.2866049441471531,-0.048456155096866106,0.3691515641548835,0.03409046491086426
0.5,50.0,0.05,4,uniform,-423.78185413332756,87.33609328518692,-436.21107033017194,12.429216196844383,-0.21715224036590408,0.10716973169869697,-0.023272147337784894,0.34396755639580223,0.21352567735932038
0.5,50.0,0.05,4,kmeans,-425.4838751269183,86.74352125697769,-437.91309132376267,12.429216196844383,-0.1758350613372809,0.1732038591222738,-0.030455311192618774,0.35115072025063615,0.14749154993574357
0.5,50.0,0.05,8,uniform,-443.5497771668598,80.69625154666083,-455.9789933637042,12.429216196844383,-0.2133216549259367,0.22385693898242828,-0.04775353269038603,0.36844894174840337,0.09683847007558907
0.5,50.0,0.05,8,kmeans,-446.82201448036716,79.64690480944891,-459.25123067721154,12.429216196844383,-0.17152715736074486,0.30732480326173595,-0.052714549889935736,0.3734099589479531,0.01337060579628141
0.5,50.0,0.05,16,uniform,-443.5497771668598,80.69625154666083,-455.9789933637042,12.429216196844383,-0.2133216549259367,0.22385693898242828,-0.04775353269038603,0.36844894174840337,0.09683847007558907
0.5,50.0,0.05,16,kmeans,-446.82201448036716,79.64690480944891,-459.25123067721154,12.429216196844383,-0.17152715736074486,0.30732480326173595,-0.052714549889935736,0.3734099589479531,0.01337060579628141
0.5,50.0,0.05,32,uniform,-443.5497771668598,80.69625154666083,-455.9789933637042,12.429216196844383,-0.2133216549259367,0.22385693898242828,-0.04775353269038603,0.36844894174840337,0.09683847007558907
0.5,50.0,0.05,32,kmeans,-446.82201448036716,79.64690480944891,-459.25123067721154,12.429216196844383,-0.17152715736074486,0.30732480326173595,-0.052714549889935736,0.3734099589479531,0.01337060579628141
0.5,50.0,0.1,4,uniform,-426.5964346445501,86.3583496247181,-439.02565084139445,12.429216196844383,-0.22852261353858055,0.14811529915861635,-0.03384769526877573,0.3545431043267931,0.172580109899401
0.5,50.0,0.1,4,kmeans,-428.5053124700852,85.70147046563356,-440.93452866692957,12.429216196844383,-0.18544162589853752,0.21454425136022187,-0.03978543479942406,0.3604808438574414,0.10615115769779548
0.5,50.0,0.1,8,uniform,-445.9287696103468,79.93199056547702,-458.3579858071912,12.429216196844383,-0.2082477644528824,0.24138204012074965,-0.05026727023422208,0.3709626792922394,0.0793133689372677
0.5,50.0,0.1,8,kmeans,-448.40871897227305,79.14300118674228,-460.83793516911743,12.429216196844383,-0.17171390897250738,0.3346236536115386,-0.057459535596299585,0.3781549446543169,0.013928244553521263
0.5,50.0,0.1,16,uniform,-445.9287696103468,79.93199056547702,-458.3579858071912,12.429216196844383,-0.2082477644528824,0.24138204012074965,-0.05026727023422208,0.3709626792922394,0.0793133689372677
0.5,50.0,0.1,16,kmeans,-448.40871897227305,79.14300118674228,-460.83793516911743,12.429216196844383,-0.17171390897250738,0.3346236536115386,-0.057459535596299585,0.3781549446543169,0.013928244553521263
0.5,50.0,0.1,32,uniform,-445.9287696103468,79.93199056547702,-458.3579858071912,12.429216196844383,-0.2082477644528824,0.24138204012074965,-0.05026727023422208,0.3709626792922394,0.0793133689372677
0.5,50.0,0.1,32,kmeans,-448.40871897227305,79.14300118674228,-460.83793516911743,12.429216196844383,-0.17171390897250738,0.3346236536115386,-0.057459535596299585,0.3781549446543169,0.013928244553521263
0.5,50.0,0.2,4,uniform,-417.53166433429726,89.54708499662064,-429.96088053114164,12.429216196844383,-0.1999013164402468,0.15022416840999547,-0.030030009026299435,0.3507254180843168,0.17047124064802188
0.5,50.0,0.2,4,kmeans,-419.5319306465672,88.83347156744637,-431.9611468434116,12.429216196844383,-0.14786459236947677,0.17068681154943105,-0.02523853581260232,0.3459339448706197,0.1500085975085863
0.5,50.0,0.2,8,uniform,-440.8078440667299,81.58617775477217,-453.2370602635743,12.429216196844383,-0.19615153434970845,0.2862411823753575,-0.0561466471170011,0.3768420561750184,0.03445422668265985
0.5,50.0,0.2,8,kmeans,-443.02086401786863,80.86715750580156,-455.450080214713,12.429216196844383,-0.16050089986713612,0.3483616445128419,-0.055912357423506504,0.37660776648152383,0.02766623545482455
0.5,50.0,0.2,16,uniform,-440.8078440667299,81.58617775477217,-453.2370602635743,12.429216196844383,-0.19615153434970845,0.2862411823753575,-0.0561466471170011,0.3768420561750184,0.03445422668265985
0.5,50.0,0.2,16,kmeans,-443.02086401786863,80.86715750580156,-455.450080214713,12.429216196844383,-0.16050089986713612,0.3483616445128419,-0.055912357423506504,0.37660776648152383,0.02766623545482455
0.5,50.0,0.2,32,uniform,-440.8078440667299,81.58617775477217,-453.2370602635743,12.429216196844383,-0.19615153434970845,0.2862411823753575,-0.0561466471170011,0.3768420561750184,0.03445422668265985
0.5,50.0,0.2,32,kmeans,-443.02086401786863,80.86715750580156,-455.450080214713,12.429216196844383,-0.16050089986713612,0.3483616445128419,-0.055912357423506504,0.37660776648152383,0.02766623545482455
0.5,50.0,0.5,4,uniform,-393.12942056283754,98.72848941837141,-405.5586367596819,12.429216196844383,-0.08114518917989505,0.1275836585728933,-0.010352800111160566,0.33104820916917793,0.19311175048512405
0.5,50.0,0.5,4,kmeans,-406.7557583833963,93.4912828218005,-419.1849745802407,12.429216196844383,0.06886503205521613,0.008396303443059914,0.0005782117057516426,0.32011719735226574,0.31229910561495744
0.5,50.0,0.5,8,uniform,-403.948041024432,94.54718948887643,-416.37725722127635,12.429216196844383,-0.12294908093565206,0.30926223236106354,-0.03802350723690084,0.3587189162949182,0.011433176696953817
0.5,50.0,0.5,8,kmeans,-408.9077267383357,92.6899754175341,-421.3369429351801,12.429216196844383,-0.06233203323755,0.23005457514703556,-0.014339769424515465,0.33503517848253284,0.0906408339109818
0.5,50.0,0.5,16,uniform,-403.948041024432,94.54718948887643,-416.37725722127635,12.429216196844383,-0.12294908093565206,0.30926223236106354,-0.03802350723690084,0.3587189162949182,0.011433176696953817
0.5,50.0,0.5,16,kmeans,-408.9077267383357,92.6899754175341,-421.3369429351801,12.429216196844383,-0.06233203323755,0.23005457514703556,-0.014339769424515465,0.33503517848253284,0.0906408339109818
0.5,50.0,0.5,32,uniform,-403.948041024432,94.54718948887643,-416.37725722127635,12.429216196844383,-0.12294908093565206,0.30926223236106354,-0.03802350723690084,0.3587189162949182,0.011433176696953817
0.5,50.0,0.5,32,kmeans,-408.9077267383357,92.6899754175341,-421.3369429351801,12.429216196844383,-0.06233203323755,0.23005457514703556,-0.014339769424515465,0.33503517848253284,0.0906408339109818
1.0,0.5,0.02,4,uniform,-540.993012568816,54.648358815620725,-553.4222287656604,12.429216196844383,0.9501787167795896,0.1131569338337255,0.10751931018484223,0.21317609887317512,0.20753847522429186
1.0,0.5,0.02,4,kmeans,-544.996313463852,53.780232810326524,-557.4255296606964,12.429216196844383,1.1066799355941237,0.12293476028148112,0.13604943259058858,0.18464597646742878,0.19776064877653624
1.0,0.5,0.02,8,uniform,-497.1848553726474,65.11479649750758,-509.6140715694918,12.429216196844383,0.6624748599281711,0.11897685336167935,0.07881917426547308,0.24187623479254428,0.201718555696338
1.0,0.5,0.02,8,kmeans,-500.5059630518643,64.25550373935815,-512.9351792487087,12.429216196844383,0.7940619388437303,0.12766318546345634,0.10137247656807888,0.21932293248993848,0.19303222359456101
1.0,0.5,0.02,16,uniform,-497.1848553726474,65.11479649750758,-509.6140715694918,12.429216196844383,0.6624748599281711,0.11897685336167935,0.07881917426547308,0.24187623479254428,0.201718555696338
1.0,0.5,0.02,16,kmeans,-500.5059630518643,64.25550373935815,-512.9351792487087,12.429216196844383,0.7940619388437303,0.12766318546345634,0.10137247656807888,0.21932293248993848,0.19303222359456101
1.0,0.5,0.02,32,uniform,-497.1848553726474,65.11479649750758,-509.6140715694918,12.429216196844383,0.6624748599281711,0.11897685336167935,0.07881917426547308,0.24187623479254428,0.201718555696338
1.0,0.5,0.02,32,kmeans,-500.5059630518643,64.25550373935815,-512.9351792487087,12.429216196844383,0.7940619388437303,0.12766318546345634,0.10137247656807888,0.21932293248993848,0.19303222359456101
1.0,0.5,0.05,4,uniform,-545.6284617214517,53.644416273207554,-558.0576779182961,12.429216196844383,0.9888929331256492,0.11275224019289593,0.11149989352084057,0.2091955155371768,0.20794316886512143
1.0,0.5,0.05,4,kmeans,-549.7191170668227,52.773795246190204,-562.1483332636672,12.429216196844383,1.1500492730355483,0.12151773765655462,0.1397513858528451,0.18094402320517225,0.19917767140146275
1.0,0.5,0.05,8,uniform,-501.16217602157263,64.08706372140048,-513.591392218417,12.429216196844383,0.6931691774224488,0.11896484449314125,0.08246276339950026,0.2382326456585171,0.2017305645648761
1.0,0.5,0.05,8,kmeans,-504.5809889898521,63.21662230126971,-517.0102051866965,12.429216196844383,0.8293048110646237,0.12672483154129277,0.10509351247854808,0.21560189657946927,0.19397057751672458
1.0,0.5,0.05,16,uniform,-501.16217602157263,64.08706372140048,-513.591392218417,12.429216196844383,0.6931691774224488,0.11896484449314125,0.08246276339950026,0.2382326456585171,0.2017305645648761
1.0,0.5,0.05,16,kmeans,-504.5809889898521,63.21662230126971,-517.0102051866965,12.429216196844383,0.8293048110646237,0.12672483154129277,0.10509351247854808,0.21560189657946927,0.19397057751672458
1.0,0.5,0.05,32,uniform,-501.16217602157263,64.08706372140048,-513.591392218417,12.429216196844383,0.6931691774224488,0.11896484449314125,0.08246276339950026,0.2382326456585171,0.2017305645648761
1.0,0.5,0.05,32,kmeans,-504.5809889898521,63.21662230126971,-517.0102051866965,12.429216196844383,0.8293048110646237,0.12672483154129277,0.10509351247854808,0.21560189657946927,0.19397057751672458
1.0,0.5,0.1,4,uniform,-553.84465258449,51.910060913725815,-566.2738687813344,12.429216196844383,1.0585355577928934,0.11185990091136476,0.11840768260586929,0.20228772645214807,0.20883550814665258
1.0,0.5,0.1,4,kmeans,-558.1288605281607,51.028065817810635,-570.5580767250051,12.429216196844383,1.2288221308811278,0.11898359510153816,0.14620967487256945,0.1744857341854479,0.2017118139564792
1.0,0.5,0.1,8,uniform,-508.2774699428898,62.28878252825767,-520.7066861397342,12.429216196844383,0.7485916966114012,0.11874519625859412,0.08889166793167479,0.23180374112634256,0.20195021279942324
1.0,0.5,0.1,8,kmeans,-511.89476973849054,61.39400271141791,-524.3239859353349,12.429216196844383,0.8933570194824648,0.12496488241420041,0.11163825489352676,0.2090571541644906,0.19573052664381696
1.0,0.5,0.1,16,uniform,-508.2774699428898,62.28878252825767,-520.7066861397342,12.429216196844383,0.7485916966114012,0.11874519625859412,0.08889166793167479,0.23180374112634256,0.20195021279942324
1.0,0.5,0.1,16,kmeans,-511.89476973849054,61.39400271141791,-524.3239859353349,12.429216196844383,0.8933570194824648,0.12496488241420041,0.11163825489352676,0.2090571541644906,0.19573052664381696
1.0,0.5,0.1,32,uniform,-508.2774699428898,62.28878252825767,-520.7066861397342,12.429216196844383,0.7485916966114012,0.11874519625859412,0.08889166793167479,0.23180374112634256,0.20195021279942324
1.0,0.5,0.1,32,kmeans,-511.89476973849054,61.39400271141791,-524.3239859353349,12.429216196844383,0.8933570194824648,0.12496488241420041,0.11163825489352676,0.2090571541644906,0.19573052664381696
1.0,0.5,0.2,4,uniform,-571.7807841407597,48.31625744371742,-584.2100003376041,12.429216196844383,1.2188782226348835,0.10925045944508402,0.13316300583046844,0.1875324032275489,0.21144494961293334
1.0,0.5,0.2,4,kmeans,-576.6521670656906,47.38390269169372,-589.081383262535,12.429216196844383,1.4134070271241554,0.11304532988130318,0.1597790636378022,0.16091634542021516,0.2076500791767142
1.0,0.5,0.2,8,uniform,-524.0817958661747,58.472938072854376,-536.5110120630192,12.429216196844383,0.8766769121392045,0.11737209565435709,0.10289740638956912,0.21779800266844823,0.20332331340366028
1.0,0.5,0.2,8,kmeans,-528.2425471521357,57.507826122365266,-540.6717633489801,12.429216196844383,1.043249462694344,0.12049012981603885,0.1257012631905543,0.19499414586746305,0.2002052792419785
1.0,0.5,0.2,16,uniform,-524.0817958661747,58.472938072854376,-536.5110120630192,12.429216196844383,0.8766769121392045,0.11737209565435709,0.10289740638956912,0.21779800266844823,0.20332331340366028
1.0,0.5,0.2,16,kmeans,-528.2425471521357,57.507826122365266,-540.6717633489801,12.429216196844383,1.043249462694344,0.12049012981603885,0.1257012631905543,0.19499414586746305,0.2002052792419785
1.0,0.5,0.2,32,uniform,-524.0817958661747,58.472938072854376,-536.5110120630192,12.429216196844383,0.8766769121392045,0.11737209565435709,0.10289740638956912,0.21779800266844823,0.20332331340366028
1.0,0.5,0.2,32,kmeans,-528.2425471521357,57.507826122365266,-540.6717633489801,12.429216196844383,1.043249462694344,0.12049012981603885,0.1257012631905543,0.19499414586746305,0.2002052792419785
1.0,0.5,0.5,4,uniform,-627.6901830175966,38.633914378164,-640.119399214441,12.429216196844383,1.9358491769034227,0.092203405876395,0.17849188737351146,0.1422035216845059,0.22849200318162236
1.0,0.5,0.5,4,kmeans,-637.141420341909,37.200624629500524,-649.5706365387534,12.429216196844383,2.2960455160314517,0.08593179662680106,0.1973033163294932,0.12339209272852417,0.2347636124312163
1.0,0.5,0.5,8,uniform,-577.3944671742681,47.24341905249242,-589.8236833711126,12.429216196844383,1.449301661438794,0.10326436465488598,0.14966121526174772,0.17103419379626963,0.21743104440313138
1.0,0.5,0.5,8,kmeans,-584.8735590835473,45.85099947611876,-597.3027752803918,12.429216196844383,1.7426674807739828,0.09660995868972463,0.168359033327501,0.15233637573051637,0.22408545036829272
1.0,0.5,0.5,16,uniform,-577.3944671742681,47.24341905249242,-589.8236833711126,12.429216196844383,1.449301661438794,0.10326436465488598,0.14966121526174772,0.17103419379626963,0.21743104440313138
1.0,0.5,0.5,16,kmeans,-584.8735590835473,45.85099947611876,-597.3027752803918,12.429216196844383,1.7426674807739828,0.09660995868972463,0.168359033327501,0.15233637573051637,0.22408545036829272
1.0,0.5,0.5,32,uniform,-577.3944671742681,47.24341905249242,-589.8236833711126,12.429216196844383,1.449301661438794,0.10326436465488598,0.14966121526174772,0.17103419379626963,0.21743104440313138
1.0,0.5,0.5,32,kmeans,-584.8735590835473,45.85099947611876,-597.3027752803918,12.429216196844383,1.7426674807739828,0.09660995868972463,0.168359033327501,0.15233637573051637,0.22408545036829272
1.0,1.0,0.02,4,uniform,-513.0397631846851,61.11346271176421,-525.4689793815295,12.429216196844383,0.5260438257599667,0.1485047941875357,0.07812003007810775,0.2425753789799096,0.17219061487048165
1.0,1.0,0.02,4,kmeans,-516.9025711235628,60.17644213902385,-529.3317873204072,12.429216196844383,0.6255535472991656,0.182173952666866,0.11395956231626832,0.20673584674174905,0.13852145639115135
1.0,1.0,0.02,8,uniform,-476.2612020767764,70.799109668763,-488.69041827362076,12.429216196844383,0.3493549050998267,0.1563318301941841,0.0546152917015714,0.26608011735644593,0.16436357886383327
1.0,1.0,0.02,8,kmeans,-479.674135935583,69.83914644545762,-492.1033521324274,12.429216196844383,0.43326052072315374,0.19008392083024853,0.0823558585200122,0.23833955053800515,0.13061148822776883
1.0,1.0,0.02,16,uniform,-476.2612020767764,70.799109668763,-488.69041827362076,12.429216196844383,0.3493549050998267,0.1563318301941841,0.0546152917015714,0.26608011735644593,0.16436357886383327
1.0,1.0,0.02,16,kmeans,-479.674135935583,69.83914644545762,-492.1033521324274,12.429216196844383,0.43326052072315374,0.19008392083024853,0.0823558585200122,0.23833955053800515,0.13061148822776883
1.0,1.0,0.02,32,uniform,-476.2612020767764,70.799109668763,-488.69041827362076,12.429216196844383,0.3493549050998267,0.1563318301941841,0.0546152917015714,0.26608011735644593,0.16436357886383327
1.0,1.0,0.02,32,kmeans,-479.674135935583,69.83914644545762,-492.1033521324274,12.429216196844383,0.43326052072315374,0.19008392083024853,0.0823558585200122,0.23833955053800515,0.13061148822776883
1.0,1.0,0.05,4,uniform,-518.7089573933266,59.74320162797042,-531.138173590171,12.429216196844383,0.550909561385949,0.15130999132568704,0.083358120954546,0.23733728810347135,0.16938541773233032
1.0,1.0,0.05,4,kmeans,-522.4956361570871,58.845107137326195,-534.9248523539316,12.429216196844383,0.650409754820385,0.18277016768480975,0.11887549995235776,0.2018199091056596,0.1379252413732076
1.0,1.0,0.05,8,uniform,-480.9906335121969,69.47234082233618,-493.4198497090413,12.429216196844383,0.3690558486081786,0.16033412871122693,0.059172247932374786,0.26152316112564256,0.16036128034679042
1.0,1.0,0.05,8,kmeans,-484.39001982242655,68.53408099666558,-496.81923601927093,12.429216196844383,0.45381938261597565,0.19183035377368793,0.08705633271657925,0.2336390763414381,0.12886505528432943
1.0,1.0,0.05,16,uniform,-480.9906335121969,69.47234082233618,-493.4198497090413,12.429216196844383,0.3690558486081786,0.16033412871122693,0.059172247932374786,0.26152316112564256,0.16036128034679042
1.0,1.0,0.05,16,kmeans,-484.39001982242655,68.53408099666558,-496.81923601927093,12.429216196844383,0.45381938261597565,0.19183035377368793,0.08705633271657925,0.2336390763414381,0.12886505528432943
1.0,1.0,0.05,32,uniform,-480.9906335121969,69.47234082233618,-493.4198497090413,12.429216196844383,0.3690558486081786,0.16033412871122693,0.059172247932374786,0.26152316112564256,0.16036128034679042
1.0,1.0,0.05,32,kmeans,-484.39001982242655,68.53408099666558,-496.81923601927093,12.429216196844383,0.45381938261597565,0.19183035377368793,0.08705633271657925,0.2336390763414381,0.12886505528432943
1.0,1.0,0.1,4,uniform,-528.7049185592834,57.40156451936317,-541.1341347561279,12.429216196844383,0.5947421701341292,0.15546531702547042,0.09246178002831866,0.22823362902969868,0.16523009203254693
1.0,1.0,0.1,4,kmeans,-532.4235254752866,56.55406774044335,-544.8527416721311,12.429216196844383,0.6951239798096128,0.18326844446750087,0.12739429049176623,0.19330111856625112,0.13742696459051648
1.0,1.0,0.1,8,uniform,-489.41766349569775,67.16958760203717,-501.84687969254213,12.429216196844383,0.40393879854205134,0.16646755775504693,0.0672427052758032,0.2534527037822142,0.15422785130297043
1.0,1.0,0.1,8,kmeans,-492.83662727625773,66.25723884765353,-505.2658434731021,12.429216196844383,0.4907550515276775,0.19415073218165457,0.09528045257594421,0.22541495648207316,0.12654467687636278
1.0,1.0,0.1,16,uniform,-489.41766349569775,67.16958760203717,-501.84687969254213,12.429216196844383,0.40393879854205134,0.16646755775504693,0.0672427052758032,0.2534527037822142,0.15422785130297043
1.0,1.0,0.1,16,kmeans,-492.83662727625773,66.25723884765353,-505.2658434731021,12.429216196844383,0.4907550515276775,0.19415073218165457,0.09528045257594421,0.22541495648207316,0.12654467687636278
1.0,1.0,0.1,32,uniform,-489.41766349569775,67.16958760203717,-501.84687969254213,12.429216196844383,0.40393879854205134,0.16646755775504693,0.0672427052758032,0.2534527037822142,0.15422785130297043
1.0,1.0,0.1,32,kmeans,-492.83662727625773,66.25723884765353,-505.2658434731021,12.429216196844383,0.4907550515276775,0.19415073218165457,0.09528045257594421,0.22541495648207316,0.12654467687636278
1.0,1.0,0.2,4,uniform,-550.365740723103,52.63747248348332,-562.7949569199475,12.429216196844383,0.6919471417050763,0.16171491405146857,0.11189817254899576,0.2087972365090216,0.1589804950065488
1.0,1.0,0.2,4,kmeans,-554.1682448692322,51.842913598957246,-566.5974610660767,12.429216196844383,0.7977672036346952,0.18183052481636913,0.14505842931818386,0.1756369797398335,0.13886488424164822
1.0,1.0,0.2,8,uniform,-508.0163429834818,62.35387764006453,-520.4455591803262,12.429216196844383,0.4815945384288635,0.1761994068579782,0.08485667201720754,0.23583873704080982,0.14449600220003916
1.0,1.0,0.2,8,kmeans,-511.6409610748107,61.45636368071527,-524.0701772716551,12.429216196844383,0.5752120100356439,0.1960387117239776,0.11276382141554732,0.20793158764247005,0.12465669733403975
1.0,1.0,0.2,16,uniform,-508.0163429834818,62.35387764006453,-520.4455591803262,12.429216196844383,0.4815945384288635,0.1761994068579782,0.08485667201720754,0.23583873704080982,0.14449600220003916
