uniprot,gene_name,medianRatio_50 mM NaCl_vs_glucose,medianRatio_pH 6_vs_glucose,medianRatio_42°C_vs_glucose,medianRatio_anaerobic_vs_glucose,medianRatio_stationary 1 day_vs_glucose,medianRatio_stationary 3 days_vs_glucose,medianRatio_chemostat µ=0.12_vs_glucose,medianRatio_chemostat µ=0.5_vs_glucose,medianRatio_galactose_vs_glucose,medianRatio_acetate_vs_glucose,medianRatio_glycerol_vs_glucose,medianRatio_LB_vs_glucose,medianRatio_glucosamine_vs_glucose,medianRatio_fumarate_vs_glucose,medianRatio_succinate_vs_glucose,medianRatio_pyruvate_vs_glucose,medianRatio_chemostat µ=0.20_vs_glucose,medianRatio_chemostat µ=0.35_vs_glucose
P25536,yhdE,1.103096818,1.189983685,1.161450926,1.480783715,0.263611028,0.047705142,0.564346687,0.899573626,1.145735019,0.777433627,0.877067365,1.158256151,1.018315233,0.800828872,0.589771076,1.117777789,0.881205304,0.777151556
P30843,basR,1.064630446,2.656388431,0.979921106,0.461208559,0.49867942,1.05499961,0.91502641,0.75333724,2.549448453,1.913727319,2.174288306,0.492606393,0.959158237,1.798856482,1.265767161,0.95722,1.103725668,0.700039678
Q46919,yqcC,1.004866586,0.867451335,1.035745236,1.436986603,0.326884547,0.134656182,0.870636411,1.136871265,0.936818145,1.202013016,1.045678148,1.606509049,1.300190773,1.112636863,1.275107898,1.018905335,1.148394843,0.761187561
P45424,yhcH,1.072431526,1.225936906,0.912284113,1.851031693,4.649906108,4.874292321,4.24804404,1.825138159,1.527611838,1.312613257,1.262763499,9.650256276,1.585009087,1.16848225,1.041412301,2.9129205,6.236524641,5.208674418
P0ABY4,fldB,0.741744762,1.002419469,0.50557477,1.243726368,0.054584592,0.273134147,2.060343088,2.314417415,3.573216656,4.360275787,0.587073577,0.755156505,0.646425674,0.667548512,1.439516743,1.448855414,2.173982828,3.578588
P77475,yqaB,0.931428333,0.688581669,0.873769227,1.125668678,0.001221767,0.042058231,0.400036492,0.818928663,0.552727433,0.214157538,0.934009877,1.432472692,0.827323898,0.956700951,1.104980448,1.031648392,0.468993244,0.339300874
P0AAN1,hybE,0.398619249,0.274321422,0.679969965,1.043412214,0.785166392,0.044623437,0.626171589,0.602424223,0.46713462,0.210139443,0.33949195,0.857606151,0.426660416,0.14952173,0.550954755,0.293207614,0.050977569,0.909001213
P0AFB5,glnL,1.120347075,0.420742803,0.598277456,0.351241701,0.022108447,0.019575814,0.006309203,0.096330157,0.065689523,0.034586294,0.309442316,0.033227018,0.546051542,0.474653,0.424292808,0.095295632,0.026831262,0.089894192
P0A9G4,cueR,1.467620366,1.017271005,1.009172672,1.308230107,0.501191321,0.613553786,1.190970075,1.093034454,1.139241819,1.24619297,1.169309144,0.609708674,1.415336534,0.995196749,1.03312773,0.852271137,1.275392847,1.436592093
P12995,bioA,0.958043266,0.719611333,0.926239498,0.155642434,0.032601377,0.072194157,0.113413275,0.284316092,0.520971293,0.469280753,0.859456354,0.043523235,0.82123919,0.849383551,0.931998757,0.539110286,0.056117423,0.127452144
P58094,yciX,0.630927595,1.193101623,0.598091623,2.542916968,0.64343653,0.158065133,0.811946867,1.559456619,1.195929789,1.151838276,0.622548006,0.447816208,0.859186207,1.203165265,0.175353857,0.210115614,0.762888174,2.300662449
P0AC92,gnsA,1.418812758,0.945724061,0.775856055,3.231614897,14.17027593,13.33192372,0.494760015,1.259159071,0.351547838,0.537163783,0.353497641,2.749273649,1.048236264,0.337044837,0.405222855,0.530460699,0.934424453,0.544443185
P76501,yfcR,0.751890592,0.469336324,0.906092763,1.175640487,0.097471679,0.020808201,0.70552686,1.142234013,0.983252993,0.27960253,1.175731493,0.903562406,1.729567697,1.81179509,1.483992088,2.59685047,1.322882984,2.711140415
P37005,lasT,0.905829689,1.22684198,1.133868654,1.791816941,1.191432782,0.456005341,1.673217133,1.262098764,1.06715724,0.568125487,0.927011581,0.84365212,0.859084496,0.842285216,0.814782635,1.404804517,2.112014477,2.002275772
P76539,ypeA,0.172937833,0.204697691,0.127367412,0.269554522,0.028275732,0.068196322,0.408757026,0.233273587,0.64892218,0.227622246,0.10813859,0.436781644,0.561232672,0.502239058,0.427096487,0.218159175,0.338922235,0.135776523
P0ABJ1,cyoA,0.759213082,0.441374707,0.859428443,1.054068494,1.390803049,2.065751048,0.573894594,0.777269485,0.566582749,0.533935108,0.691701515,1.276688325,0.352781982,1.076260207,0.80481598,0.767168078,0.248501962,0.175443381
P42904,agaV,0.470435074,2.653172287,0.817366526,0.768998691,0.765386418,0.301838561,14.73235294,4.84259736,7.553594283,5.575026235,6.062797589,2.10843483,1.819420526,7.896317284,5.146434277,3.583112095,22.92030356,9.397997553
P75713,ylbA,1.010888506,1.132241693,0.922953976,1.796614788,0.953660533,0.389939047,1.915893196,2.301953902,2.176490993,1.936635875,1.538821246,0.481307819,1.12956575,1.66646018,1.177519557,2.085866778,2.793880751,1.597679661
P0ACM2,ydfH,1.064663451,1.140710657,0.709063622,1.343229646,0.001562152,0.001562152,0.99186627,1.196566295,0.664358776,0.574940586,0.757875643,1.072130812,0.498038565,0.351902745,0.745066232,0.773458529,0.591649267,0.639659848
P45531,tusC,0.840821973,1.633539578,1.016238312,0.875102219,0.337496626,0.539569096,0.913409068,1.098968775,1.337398669,1.286913006,1.035798282,1.007207891,0.729462902,0.816282013,0.949780192,0.722594214,0.773044383,0.649088608
P45469,yraR,0.900876766,1.057883541,0.297444802,0.334204999,0.79061221,1.953357119,1.145127672,0.235367572,0.620027014,0.53484992,0.845438866,0.170000675,0.445002108,0.128681064,0.193848883,0.136861225,0.204719989,0.208298864
P0ADV5,yhbW,1.226737054,1.404284912,1.285288078,0.268593564,0.22018466,0.399044458,0.043652035,0.151506174,0.266686108,0.391323071,1.175019134,0.475043366,0.35104133,0.311448512,0.302908146,0.149736776,0.047397831,0.116862868
P31475,yieP,1.588997069,1.274051261,1.484566274,1.72235316,0.207416415,0.465710669,0.157807103,0.320988278,0.164283457,0.101302763,0.984298934,1.77774584,0.816704353,0.639398392,0.506207443,0.245179539,0.263239676,0.24082857
P0ACX5,ydhZ,1.403703293,1.540040103,1.672859864,2.709466913,6.117425234,8.896869643,1.425654809,2.133527284,2.137678913,2.115555898,1.58360058,1.137545093,1.078517882,1.71804276,2.276401877,1.793537385,1.422594322,0.716901335
P22186,mraZ,0.192917737,0.882733548,0.681060496,0.426945854,3.216331205,3.001221367,1.273065469,0.384536022,1.089125066,0.876808911,0.407525261,0.192398863,0.449581516,0.687838166,0.174047474,0.132923233,1.004883595,0.335967322
P0A6C1,nfo,1.137420017,1.1884248,1.009159874,0.876095569,0.280423865,0.186376581,0.848850523,1.023556105,1.231403419,1.43933898,0.820296673,1.195744752,1.078654216,0.659896993,0.863729021,0.862540951,1.212547972,0.803386676
P32099,lplA,0.818734655,1.050891314,0.925150206,0.389627648,0.044900203,0.101856401,0.356967133,1.231839209,1.249110368,1.033472066,1.273849894,1.196732635,1.251846158,1.692651836,1.074994961,0.800038799,0.551918851,0.46005914
P0AFR0,rssA,0.032745132,0.147856828,0.017315798,0.032038188,0.005360312,0.001423239,0.120747201,0.099811455,0.102570871,0.883644377,0.015667887,0.061464156,0.077861218,4.35e-05,0.062356496,0.303378195,0.002889754,0.021968021
P0ADX9,rsmD,0.924448175,0.992937448,1.093966037,1.520386373,0.569992763,1.357904079,1.011189896,0.903595135,0.790583914,0.836269606,0.785070803,1.066703321,1.04896298,0.745929484,0.900325389,0.980477616,1.073137739,0.657350092
P0AE60,cedA,1.612070528,0.902163954,1.126962304,3.008104577,7.142677139,4.956849713,17.24584762,0.635230231,4.231299356,6.08345335,1.040270944,2.355152363,3.386310301,1.666736639,2.346957123,1.298668026,0.147153071,5.052914737
P0A8Z0,yciA,1.529277874,1.571800197,1.305261566,0.618568704,0.2088262,0.138244297,0.284723324,0.751252776,0.752878234,0.503657788,0.721884693,3.191053832,0.822805962,0.656991188,0.580802496,0.336436172,0.205237649,0.563150535
P0AD40,ypeB,0.847203142,0.830354894,0.997697506,0.83988695,8.947217206,3.662616535,1.217892211,1.651230522,2.119061975,1.885888422,1.904762281,2.414564464,1.275814643,1.584355884,1.39456122,1.006761422,1.685397953,2.315128755
P0A8W0,nanR,0.84236945,0.871585306,0.962178696,0.974501067,0.224246317,1.707227405,0.463328962,0.783503596,0.968563667,0.690540769,0.95277731,1.843091529,1.306499584,1.032492184,0.794909888,0.624138071,0.613324158,0.886835441
P0AAQ6,ybaA,0.780669786,1.29627055,2.377002817,2.002922771,14.03439018,15.12593883,1.310845744,0.695783217,1.776541377,0.48526738,0.670658302,0.70585772,3.126502498,1.214092768,0.245810398,0.445488237,0.227922353,0.493781437
P16384,miaA,1.007415239,0.68967351,1.194323595,0.17270189,0.097646812,0.076781498,0.063738511,0.112347456,0.32792567,0.197559078,0.837653104,1.538079924,1.058775743,0.719210463,0.383606786,0.39813087,0.147831953,0.168583714
P0AB96,arsC,1.30703042,1.888710591,1.179901748,1.596902281,4.289424383,5.052644188,2.152422111,1.136679113,1.219633309,1.009388067,1.187752775,2.358858479,1.809519582,1.856150431,1.351369371,1.069325132,1.774204507,2.321898898
P77434,yfdZ,1.170694353,0.550500351,1.120043741,0.20679942,0.065072423,0.056610063,0.042432735,0.157495595,0.488872148,0.308580238,0.813651105,0.894815255,0.757706149,0.591386846,0.450247275,0.196788358,0.064463294,0.038981095
P0AEE8,dam,0.256148179,0.188564568,0.139192861,0.229528885,0.137421761,0.052154581,0.029663803,0.01338852,0.07770578,0.051992937,0.119513495,0.102912552,0.050329581,0.001086268,0.043323945,0.03600579,0.098870517,0.002591986
P30128,greB,1.108290019,0.815841888,0.45241643,1.554597661,0.161808472,0.672788417,0.556314087,0.598046586,1.172764991,0.993287624,0.436241138,0.733383456,0.59848914,0.479207581,0.410214366,0.297375434,0.868812286,0.010117412
P0A7H6,recR,0.76238221,1.144624688,0.575107022,0.915063105,0.002116227,0.002116227,0.41278211,1.102547698,0.544096612,0.626413755,2.2565697,1.640046961,0.652167234,0.740218149,0.803280644,0.754244956,0.571530617,0.898396346
P75746,ybgL,1.202985206,1.340644789,1.157513041,1.13599792,0.305328933,0.348754517,1.332058459,1.466645932,1.466285602,1.756700518,1.632238747,0.697565421,1.418109942,1.554976983,1.383304432,1.67488418,1.480119164,2.211063504
P0CG19,rph,1.082635824,0.940123063,0.679320487,0.537580575,0.356859131,0.006647767,0.051847997,0.189371903,0.043267978,0.046089498,0.203794337,3.316782694,1.147136331,0.226818801,0.525755483,0.180248316,0.01436172,0.316855826
P52060,yggU,1.126726029,0.839714184,1.233203178,1.721970654,4.399617413,3.194078642,1.336546771,1.501932486,1.266962835,1.531682404,0.946166515,2.711224123,2.469386032,1.362225287,1.360963474,2.062863554,1.936610674,2.394209229
P0AAH0,pstB,0.447285146,0.861154682,1.072203582,0.020672024,0.064610768,0.006956303,0.148381654,0.425516872,0.641747769,0.627446442,1.086858202,1.26828158,0.962459419,0.600262854,0.890115446,0.401722934,0.056385676,0.0639889
P0A9U6,puuR,0.76834322,0.692378108,1.189355997,2.905919205,0.155754153,0.222652636,3.680431622,2.639659584,1.161742897,0.873678905,0.620865999,0.397405577,1.971299218,1.217434456,1.050672971,3.624275531,8.836241682,6.385462396
P25534,ubiH,1.023502052,0.894281621,0.901142234,0.453944602,0.073612329,0.147990922,0.229426936,0.638493353,0.399493467,0.651017935,0.851386013,1.202087455,1.265773688,1.129588442,1.204636129,1.453034518,1.283427528,5.102128177
P69425,tatB,1.331957492,0.134439821,0.856448041,0.824047219,3.389565715,9.781746946,0.924798536,0.28413673,0.270438887,0.450348314,0.206698565,0.240415619,0.624400393,0.182654864,0.190597396,0.41543524,0.898241652,0.512688947
P0A6B4,alr,0.981029141,1.41064038,1.093542429,1.613154054,0.148693526,0.336732954,0.801308462,1.085133821,0.870021152,1.073394017,0.774652629,0.903383213,1.120410022,1.045638767,1.02831517,1.168591821,1.011119394,1.417406554
P0A9W0,ulaR,1.181741827,0.833354448,1.064363131,1.571690351,0.654857018,1.274100156,2.922410092,2.309447721,2.737259235,1.510553573,0.894285143,2.101693715,1.890913132,0.835242459,0.9853073,1.134495492,2.075389249,2.848998384
Q46855,yqhC,0.12740006,0.107151887,0.046276532,0.012889348,0.008899603,0.028317188,0.076435787,0.008524083,0.00670191,0.005458334,0.004481777,0.006423534,0.00536827,0.081236714,0.012667564,0.002401632,0.005305959,0.002389982
P0AAW1,ybhP,0.924256936,1.090602993,0.541720884,0.150120793,0.227978385,0.146990674,0.117855904,0.267297163,0.623193683,0.939566259,0.727979615,0.456164245,0.486636883,0.001357563,0.406653298,0.519261092,0.020977908,0.057756953
P31678,otsB,2.938593742,2.959699764,1.22528302,0.864840031,0.660829923,0.385656885,2.415426768,0.93172174,4.395923182,2.763814639,1.291010335,0.208926037,0.921356155,0.618581141,0.884669248,1.067467534,1.451521325,1.244281305
P10907,ugpC,0.755322481,1.199911213,0.893868374,0.603535989,0.035483986,0.075374266,4.929455459,1.541179803,2.715656113,1.897911883,1.455109396,0.384097798,0.884713394,1.503583448,1.530492159,2.914536811,4.969650737,3.539430649
P76291,cmoB,0.787843137,0.821032552,0.667403115,0.465271817,0.403376734,0.229014894,0.152634408,0.330481904,0.555873301,0.418674071,0.515034469,1.49110482,0.563629847,0.337286672,0.592877418,0.133214216,0.105521218,0.164089227
P29018,cydD,0.008711363,0.042418273,0.078435327,0.038076199,0.004266559,0.334186626,0.250417357,0.19551838,0.047659516,0.061354986,0.016634869,0.30179616,0.0991595,0.079777237,0.052411133,0.191457829,0.018407967,0.000717586
P0AEA8,cysG,1.030588655,0.895151754,1.193016825,2.046235605,0.621084785,1.385360823,1.123400279,0.347843374,0.167321358,0.292122926,0.671360849,0.680319246,0.905409408,1.164219433,0.351745786,0.76971141,1.269720731,2.091669476
P77171,ydcI,1.406681161,1.420651097,0.345736242,0.246359518,0.435852208,0.159286557,0.311871425,0.403693509,0.358546979,0.607452563,1.140341345,0.518567445,0.416459402,0.511539827,0.378902647,0.295220908,0.350338085,0.27602322
P0C0T5,mepA,0.883009579,0.797139135,0.593889955,1.778909595,2.997032203,1.259293355,0.551982351,1.409068371,0.176138739,0.119282517,0.276090183,0.783802085,0.704363449,0.3873517,0.638703425,0.895715477,1.001025478,0.463071274
P32144,yihW,0.657231078,0.867634828,0.931584461,0.467885915,0.065165461,0.143426761,0.473862298,0.938208519,1.61060699,1.084826525,1.792751223,1.508083595,1.206641558,1.567407095,0.931803794,0.907734388,0.591441204,0.788526066
P42588,patA,0.865214703,0.791407675,0.788985201,0.016966916,0.006555722,0.012239701,0.088519005,0.510680522,0.539405365,1.160834505,1.522611592,0.001639191,0.818988472,0.679880455,0.888693202,0.758017292,0.065049473,0.131606528
P61887,rmlA,6.313846598,0.871618033,0.212109352,0.587368655,0.81169822,3.075350069,0.209612167,2.151106713,1.078353988,1.258909868,0.690800512,7.331613242,0.407145985,0.487312134,1.459663429,3.78673483,0.949314697,1.288596194
P13857,rimL,1.23889175,1.348508599,1.437175647,1.861121638,0.270030072,0.480291708,8.001174131,2.838906196,5.202352195,4.067759173,1.525072258,0.570233792,1.514525499,1.326483871,1.400479815,2.248058994,6.414977237,5.048587786
P0A8G3,uxaC,1.362090562,0.90411658,1.329215623,0.666402941,0.601904596,0.295134283,0.235779381,0.35426406,1.560392257,1.362965833,2.275621481,2.615676258,0.568581635,1.059555491,0.760316411,5.582738677,0.190125288,0.105239913
P0AG40,ribF,3.811934553,2.655075426,4.40958298,0.899626361,0.463384045,0.662963384,0.431668039,0.573399301,0.799850458,0.642065559,2.215266694,2.835274786,0.87344564,1.258569357,0.596356654,0.465560788,0.67165762,0.295975503
P0A754,kefF,0.393293905,0.161530575,0.161532857,0.490722791,0.044591822,0.016490838,0.364246054,0.629011362,0.850882266,0.95374238,0.786581715,0.504364238,0.410321765,0.061096995,0.717881429,0.219598883,0.305085897,0.178728651
P0A9J0,rng,1.243390081,0.665176362,0.843865501,0.459576379,0.030803755,0.009658586,0.039164037,0.39051712,0.198631906,0.257769498,0.454809296,0.515503029,0.510315098,0.374698477,0.454126186,0.301451358,0.113163529,0.235913259
P0AAA9,zraP,0.180276905,1.309377835,1.18209404,3.209195504,91.97943327,45.81827444,0.971931861,0.451763908,0.454846685,0.296098609,0.578491716,3.933943821,0.452587869,1.185526683,1.181464059,0.630480722,1.396539313,0.506050174
P10908,ugpQ,1.085509052,1.343601818,1.041504171,0.93597444,0.346327347,0.672220843,2.394083366,1.430884229,1.554499318,1.822702205,1.192155433,0.420288494,0.822678509,1.304174335,1.439423577,1.482080075,2.23796469,2.110300687
P00393,ndh,1.464424268,0.468538139,1.259265868,0.078999059,0.050570234,0.085809295,0.005604377,0.001521721,0.034873851,0.025359695,0.473847589,6.022251819,0.980672431,0.080833339,0.052085711,0.159729381,0.174217028,0.109625839
P31069,kch,1.018119678,1.890123456,0.904234001,0.577698592,1.111240959,0.898382558,0.836343406,0.432550662,0.464516661,0.75604426,0.758124325,0.558711391,0.555355822,0.47019563,0.698820999,0.163103556,0.431199751,0.564009327
B8LFD5,below LOQ,0.699061594,0.667267447,0.370320157,1.007175537,0.904467831,0.355696378,0.89057121,0.999187795,0.536084241,0.546899871,0.602385847,1.049769571,1.838023852,3.543640816,0.437148566,1.221323,0.42794695,2.426420107
P08394,recB,1.294337008,0.909340493,1.361654164,0.77332587,0.006471913,0.026363736,1.502388172,1.185694094,1.607541373,1.838415446,1.051712063,0.475816143,1.501194843,1.062764374,1.1376934,0.747498397,0.935071523,1.008659137
P24205,msbB,0.214053327,0.161122954,0.082001748,0.081154625,0.043691935,0.010982437,0.390490826,1.303264476,1.472743856,1.477397511,0.894227395,1.110000245,0.538434508,0.004424345,0.572185515,0.484599631,0.132396095,0.737565631
P08368,creB,0.64234522,0.098419753,0.266529206,0.042359894,0.025845564,0.022996213,0.232846891,0.063564137,0.39965868,0.144887497,2.113338154,0.269218097,0.249192375,0.338247395,0.471701239,0.051475212,0.025626082,0.017415079
P23894,htpX,1.67014499,0.665241314,1.554125233,11.71350369,7.716004297,4.786762486,0.791569963,1.673552621,0.434807161,0.590845094,0.438901153,1.210017163,1.263862216,0.311448863,0.811432411,1.650087563,3.263250659,1.937229128
P39342,yjgR,0.908630686,2.609360656,0.671107586,0.433209974,0.018402022,0.215982536,0.966013555,0.84584107,1.751025574,1.663531745,1.962748093,1.29040213,1.21237485,1.436373699,0.96235477,1.115839143,1.397720074,1.238745213
P0A8N7,poxA,1.056064604,0.981472027,0.946960593,0.257261812,0.818190253,3.0705012,0.041278555,0.618721567,0.325839367,0.380853369,0.694815667,6.652085104,0.314806074,0.31106431,0.422159551,0.302202825,0.396595045,0.753726904
P64614,yhcN,0.620090724,3.100517658,1.984508361,1.016896837,99.57895541,12.90584158,1.707322255,1.809246782,1.001742111,0.994976518,3.539669027,1.009514655,0.308254919,1.105740736,1.166332715,0.714373076,1.142058202,2.024139921
P0A7H0,recF,0.140626843,0.024484437,0.381127893,0.450658315,0.340884585,0.189479385,0.459202443,0.300296458,0.230792513,0.370691328,0.204198809,0.477149052,0.206611035,0.241344456,0.188750613,0.18339883,0.032552965,0.362480552
P30871,ygiF,0.940063455,0.406940143,1.132942386,0.141222996,0.049949679,0.11684777,0.016680579,0.077585502,0.231082013,0.103922192,0.970762503,1.663971771,0.77319778,0.463537554,0.228101778,0.043351323,0.022850065,0.032434564
P0AC65,nrdH,0.010830955,0.028049795,0.318376525,0.116612483,2.842762619,0.558176186,0.209263974,0.483149759,0.504752635,0.566539043,0.097902756,0.097259451,0.635633052,0.347318377,0.562094973,0.136319603,0.244955841,0.987367592
P0AAA1,yagU,1.862824995,6.998812648,0.554426495,0.199931267,0.045469384,0.045469384,0.045469384,0.045469384,0.045469384,0.045469384,0.078678512,3.985925974,0.078713902,0.613030313,0.836860295,0.11508124,0.045469384,0.045469384
P0AB26,yceB,4.088434048,1.984968244,1.712591829,0.09326761,2.600180894,2.654895946,0.046910371,0.032906188,0.721160391,0.63123439,3.462157923,2.302745253,1.072155804,0.008014441,1.100148626,0.099846853,0.319340201,0.113495174
P24224,acpS,2.216560761,2.260679929,0.777081436,4.001251549,5.80158145,5.966281479,0.972020907,0.955895653,1.158211935,1.02953299,0.917575316,1.298800029,0.699909022,1.74173982,0.554681009,1.079031819,0.000272394,0.413076034
P27833,rffA,0.816272668,0.846567506,0.898281038,0.348496809,0.041747746,0.078491892,0.021351914,0.156156483,0.339142998,0.23877638,0.99147811,2.839526313,0.842977836,0.71191351,0.565882787,0.243478473,0.020706521,0.055429678
P0ACK2,agaR,0.661035701,1.66618959,0.399138141,0.849463998,0.351872001,0.162808189,0.560146985,0.202825186,0.592727843,0.367798534,0.963691803,1.310814814,0.131997634,1.200516078,0.628845073,0.040173876,0.002885641,0.626108547
P0AE72,mazE,3.054698348,2.543986319,1.354118579,3.817213152,2.046374431,3.804278323,0.435666997,2.199141351,1.975582,1.049894111,0.64868515,2.055205512,1.059729132,0.14896983,0.75612703,0.026596983,1.466500733,2.397358983
P30864,yafC,0.965680423,0.814845427,1.156890904,0.910000564,0.039656778,0.01196146,0.427906724,0.59584605,1.018349494,0.807345938,1.093588356,0.75474044,0.732766901,1.250444237,0.694018214,1.034091813,0.341475276,0.492900093
P76234,yeaE,1.441994347,0.948746532,1.114610489,1.364173551,0.140664733,0.122716987,1.706801625,1.475538227,1.693447009,1.649409895,1.220309443,0.555221803,1.027778634,1.234788466,1.618824259,0.846006476,1.406599287,1.709870077
P27836,wecG,1.044401838,1.499822407,0.964169899,0.349928431,0.010983755,0.00769531,0.277546167,0.751023132,0.746267237,0.775713204,0.999187615,1.608423014,0.741717775,0.461971959,0.776246139,0.342267804,0.318665174,0.264893696
P37765,rluB,1.143030228,1.282743821,0.83209225,1.584463089,0.065174819,0.43779403,0.557957048,0.751279438,0.368583001,0.940672585,0.240946336,5.382116149,0.365906295,0.545689786,0.787368979,0.215948604,0.786865192,0.160226842
P69822,ulaB,0.368150635,0.34211552,0.38913453,1.156090852,3.640820792,2.258094419,1.557344628,1.267738455,0.12848661,0.434675022,0.186029891,0.575697147,0.971355205,0.238468595,0.34062641,0.145535506,3.447863291,1.826545084
P28305,pabC,1.272123148,1.062544633,1.027722979,3.435586211,1.078071206,1.452913627,3.262748762,2.131381027,1.744597481,1.374651684,0.684175238,0.201207529,1.456745642,0.626575278,0.990339587,2.452941287,4.182590189,4.236490098
P23883,puuC,0.205550807,0.371589185,0.411993371,0.039104915,0.018622827,0.002773303,0.009745687,0.802430901,0.089741698,0.091732228,0.394140919,0.002773303,0.028721563,0.508880334,0.286387068,0.02123575,0.085589793,0.368351552
P0A8Y8,ybdB,0.068609638,1.350609035,3.189404361,0.013019904,3.009910668,0.04237139,1.405149269,2.122118597,1.005942432,2.701812233,1.694270541,0.126972132,2.740819277,0.014813324,2.596436293,2.535378548,0.396405947,1.309087979
P39359,yjhH,0.103266735,0.014337268,0.008257328,0.008159289,0.052044872,0.057693562,1.434471927,0.938980816,0.204916968,1.202406012,0.444062835,0.378743957,0.272485897,0.008863162,0.608838668,0.638705008,0.513736869,1.290672023
P45532,tusD,1.012566839,1.960735663,1.694891702,1.463411031,1.204804181,1.338137947,1.093956319,1.723378423,2.071204634,1.383172183,1.124364351,1.294542481,1.665584695,1.372452421,1.253445899,1.433770174,1.497144778,1.934287435
P32125,mobB,1.199648484,1.676992934,1.760877535,0.919275608,0.324445192,1.103769755,1.77266443,1.480869195,1.122729068,1.169232321,1.359709743,0.954324941,0.986599236,1.209585726,0.899458032,0.76208512,1.305900751,1.797889831
P0ADC8,yjiX,0.294881439,0.159432528,0.061686885,0.011787393,1.168426352,0.800624325,0.214021124,0.038410088,0.132208578,0.155879805,0.041659447,9.367064322,1.727901674,0.218255139,0.031103352,6.072617324,0.067803925,9.647870802
